id,paper_title,doi,component,ratio_value,ratio_unit,role,confidence
328,Electronic Structure Modeling of Electrochemical Reactions at Electrode/Electrolyte Interfaces in Lithium Ion Batteries,10.1021/jp308929a,reduced_graphene_oxide,,,,0.6
351,Polymer-Derived SiOC Integrated with a Graphene Aerogel As a Highly Stable Li-Ion Battery Anode,10.1021/acsami.0c12376,reduced_graphene_oxide,,,,0.6
355,Optimizing Reduced Graphene Oxide Aerogel for a Supercapacitor,10.1021/acs.energyfuels.0c04126.s001,reduced_graphene_oxide,,,,0.6
364,Cellulose Nanofibers/Reduced Graphene Oxide/Polypyrrole Aerogel Electrodes for High-Capacitance Flexible All-Solid-State Supercapacitors,10.1021/acssuschemeng.9b00321.s001,reduced_graphene_oxide,,,,0.6
372,Reduced Graphene Oxide Hydrogels Deposited in Nickel Foam for Supercapacitor Applications: Toward High Volumetric Capacitance,10.1021/acs.jpcc.6b00326.s001,reduced_graphene_oxide,,,,0.6
417,Mos2-Modified 3d-Printed Reduced Graphene Oxide Aerogel for High Energy Density Micro-Supercapacitor Electrode,10.2139/ssrn.4248819,reduced_graphene_oxide,,,,0.6
431,Water Reaction Mechanism in Metal Organic Frameworks with Coordinatively Unsaturated Metal Ions: MOF-74,10.1021/cm5038183,reduced_graphene_oxide,,,,0.6
433,Organic Carbon Cycle in the Atmosphere of Venus,,reduced_graphene_oxide,,,,0.6
436,Protocol for Synthesis and Preparation of Metal-Organic Framework (MOF) Nanoparticles (10ml Total Volume) v1,10.17504/protocols.io.14egn3jkyl5d/v1,reduced_graphene_oxide,,,,0.6
448,Anisotropic transport and Negative Resistance in a polycrystalline metal-semiconductor (Ni-TiO2) hybrid,,reduced_graphene_oxide,,,,0.6
458,Reproducible Low Contact Resistance in Rubrene Single-Crystal Field-Effect Transistors with Nickel Source and Drain Electrodes,10.1063/1.2185632,reduced_graphene_oxide,,,,0.6
560,Dispersive capacitance and conductance across the phase transition boundary in metal-vanadium oxide-silicon devices,10.1063/1.3186024,reduced_graphene_oxide,,,,0.6
567,Polymer/Reduced Graphene Oxide/Lignosulfonate Nanocomposite Films as Pseudocapacitor Cathodes,10.1021/acsanm.1c04358.s001,reduced_graphene_oxide,,,,0.6
576,A sensitive electrochemical sensor for cryptotanshinone based on electrochemical reduced graphene oxide and carbon nanotube composite film modified glassy carbon electrode,10.56042/ijca.v59i12.31994,reduced_graphene_oxide,,,,0.6
708,A Novel Rutin Electrochemical Sensor Using Reduced Graphene Oxide/Magnetite/Silver Nanoparticle-Molecularly Imprinted Polymer Composite Modified Electrode,10.20964/2018.03.55,reduced_graphene_oxide,,,,0.6
754,Highly Sensitive Electrochemical Sensor for Anticancer Drug by a Zirconia Nanoparticle-Decorated Reduced Graphene Oxide Nanocomposite,10.1021/acsomega.8b02129.s001,reduced_graphene_oxide,,,,0.6
757,The Physicochemical and Electrochemical Characterization of Silver Nanoparticle-Incorporated Magnetite/Reduced Graphene Oxide,10.55373/mjchem.v25i4.73,reduced_graphene_oxide,,,,0.6
778,Highly Stretchable Wearable Electrochemical Sensor Based on Ni-Co MOF Nanosheet-Decorated Ag/rGO/PU Fiber for Continuous Sweat Glucose Detection,10.1021/acs.analchem.1c04106.s001,reduced_graphene_oxide,,,,0.6
693,On the Influence of Silver Nanoparticles Size in the Electrical Conductivity of PEDOT: PSS,10.4028/www.scientific.net/msf.644.85,silver_nanoparticles,,,,0.7
303,Tuning MXene Pathways via Silver Nanoparticle Size Variations for Anode-Free Battery Applications,10.1021/acs.jpclett.4c03587.s001,silver_nanoparticles,,,,0.6
423,One-pot method to synthesis polyaniline wrapped graphene aerogel/silver nanoparticle composites for solid-state supercapacitor devices,10.1016/j.matlet.2018.01.058,silver_nanoparticles,,,,0.6
529,An amperometric uric acid biosensor based on chitosan-carbon nanotubes electrospun nanofiber on silver nanoparticles,10.1007/s00216-014-7770-3,silver_nanoparticles,,,,0.6
627,Enhanced lithium-ion battery performance using silver nanowire-decorated multi-walled carbon nanotube composite anodes,10.1016/j.ijoes.2025.101193,silver_nanoparticles,,,,0.6
689,Mechanism of electrical conductivity in PEDOT: PSS film enhanced with colloidal silver nanoparticles,10.1063/5.0290123,silver_nanoparticles,,,,0.6
703,"Review for ""Carbon dot-modified silver nanoparticle electrochemical sensor for ultrasensitive detection of total malachite green and leucomalachite green residues in fish""",10.1039/d6ra01261b/v1/review2,silver_nanoparticles,,,,0.6
704,Electrochemical Strip Sensor Based on a Silver Nanoparticle-Embedded Conducting Polymer for Sensitive In Vitro Detection of an Antiviral Drug,10.1021/acsanm.3c02080.s001,silver_nanoparticles,,,,0.6
705,"Review for ""Green-synthesized silver nanoparticle-modulated polydiacetylene-based colorimetric pesticide sensor""",10.1039/d5ra01243k/v1/review1,silver_nanoparticles,,,,0.6
706,Dual-Shaped Silver Nanoparticle Labels for Electrochemical Detection of Bioassays,10.1021/acsanm.1c02207.s001,silver_nanoparticles,,,,0.6
707,Silver Nanoparticle Sensor Array for the Detection of SARS-CoV2,10.1021/acsanm.4c00654.s001,silver_nanoparticles,,,,0.6
712,A Novel Rutin Electrochemical Sensor Using Reduced Graphene Oxide/Magnetite/Silver Nanoparticle-Molecularly Imprinted Polymer Composite Modified Electrode,10.20964/2018.03.55,silver_nanoparticles,,,,0.6
715,Study on Electrical Conductivity of Graphene Oxide Decorated with Silver Nanoparticle for Electrochemical Sensor Development,10.20964/2021.05.03,silver_nanoparticles,,,,0.6
716,Characterizing a Silver Nanoparticle-Based Electrochemical Biosensor for Shiga Toxin Detection,10.1021/acsomega.3c06083.s001,silver_nanoparticles,,,,0.6
717,"Decision letter for ""Green-synthesized silver nanoparticle-modulated polydiacetylene-based colorimetric pesticide sensor""",10.1039/d5ra01243k/v1/decision1,silver_nanoparticles,,,,0.6
718,An Amperometric Sensitive Hydrogen Peroxide Sensor Based on a Silver Nanoparticle-Doped Polyimide-Modified Glassy Carbon Electrode,10.20964/2018.11.94,silver_nanoparticles,,,,0.6
719,Silver Nanoparticle Impregnated Porous Carbon as a Nonenzymatic Hydrogen Peroxide Sensor,10.20964/2016.07.04,silver_nanoparticles,,,,0.6
720,"Silver nanoparticle–incorporated over-oxidized poly(3,4-ethylenedioxythiophene)-based electrochemical sensor for selective determination of riboflavin",10.1007/s11581-024-05583-5,silver_nanoparticles,,,,0.6
721,Ultrasensitive Monitoring of Museum Airborne Pollutants Using a Silver Nanoparticle Sensor Array,10.1021/acssensors.0c00583.s001,silver_nanoparticles,,,,0.6
723,Nanoscale Hydrophobicity and Electrochemical Mapping Provides Insights into Facet Dependent Silver Nanoparticle Dissolution,10.1021/acs.jpclett.2c03917.s002,silver_nanoparticles,,,,0.6
726,Nitrobenzene electrochemical sensor based on silver nanoparticle supported on poly-melamine functional multi-walled carbon nanotube,10.1007/s11581-016-1713-2,silver_nanoparticles,,,,0.6
729,Non-enzymatic glucose electrochemical sensor based on silver nanoparticle decorated organic functionalized multiwall carbon nanotubes,10.1039/c6ra10698f,silver_nanoparticles,,,,0.6
730,Single-Particle Electrochemical Imaging Provides Insights into Silver Nanoparticle Dissolution at the SolutionSolid Interface,10.1021/acsami.2c05148.s001,silver_nanoparticles,,,,0.6
732,Fabrication of streptavidin functionalized silver nanoparticle decorated graphene and its application in disposable electrochemical sensor for immunoglobulin E,10.1016/j.elecom.2013.02.001,silver_nanoparticles,,,,0.6
734,Electrochemical Detection of Ultratrace (Picomolar) Levels of Hg2+ Using a Silver Nanoparticle-Modified Glassy Carbon Electrode,10.1021/acs.analchem.7b01304.s001,silver_nanoparticles,,,,0.6
739,Facile and green synthesis of silver nanoparticle-reduced graphene oxide composite and its application as nonenzymatic electrochemical sensor for hydrogen peroxide,10.5267/j.ccl.2021.3.002,silver_nanoparticles,,,,0.6
741,Development of a Sugar-Derived Silver Nanoparticle-Based Electrochemical Immunosensor for Sensitive D-Dimer Detection,10.2139/ssrn.5075058,silver_nanoparticles,,,,0.6
742,Bio-Synthesized Silver Nanoparticle Modified Glassy Carbon Electrode As Electrochemical Biosensor For Prostate Specific Antigen Detection,10.2139/ssrn.4554594,silver_nanoparticles,,,,0.6
744,Click-Chemistry-Mediated Synthesis of Silver Nanoparticle-Supported Polymer-Wrapped Carbon Nanotubes: Glucose Sensor and Antibacterial Material,10.1021/acsomega.2c02832.s001,silver_nanoparticles,,,,0.6
745,Seeded-Growth Approach to Fabrication of Silver Nanoparticle Films on Silicon for Electrochemical ATR Surface-Enhanced IR Absorption Spectroscopy,10.1021/jp064036a.s001,silver_nanoparticles,,,,0.6
746,Eco-friendly fabrication of silver nanoparticle-decorated electrodes for aqueous bisphenol A sensing,10.1016/j.ijoes.2024.100624,silver_nanoparticles,,,,0.6
747,Electrochemical Detection Of N-Nitrosodimethylamine Using Poly-Catechol Modified Glassy Carbon Electrodes With Silver Nanoparticle Enhancement,10.62441/nano-ntp.v20is13.65,silver_nanoparticles,,,,0.6
748,Contrasting Underpotential Depositions of Lead and Cadmium on Silver Macroelectrodes and Silver Nanoparticle Electrode Arrays,10.1016/s1452-3981(23)15294-1,silver_nanoparticles,,,,0.6
753,Enhanced electron transfer mediated detection of hydrogen peroxide using a silver nanoparticle–reduced graphene oxide–polyaniline fabricated electrochemical sensor,10.1039/c7ra11466d,silver_nanoparticles,,,,0.6
761,The Physicochemical and Electrochemical Characterization of Silver Nanoparticle-Incorporated Magnetite/Reduced Graphene Oxide,10.55373/mjchem.v25i4.73,silver_nanoparticles,,,,0.6
762,Engineering of silver nanoparticle-decorated and p-phenylenediamine-functionalized Ti3C2Tx MXene hybrid sensor for electrochemical detection of levofloxacin,10.1016/j.apsusc.2025.165519,silver_nanoparticles,,,,0.6
